prev,curr,type,freq,id
List_of_American_films_of_2001,The_Believer_(2001_film),link,15,List_of_American_films_of_2001:The_Believer_(2001_film)
other,Darijaya,external,12,other:Darijaya
other,Darijaya,external,11,other:Darijaya
Tony_Burgess_(author),Straight_Time,link,10,Tony_Burgess_(author):Straight_Time
List_of_Romanichals,Francis_Hindes_Groome,link,14,List_of_Romanichals:Francis_Hindes_Groome
other,Smythe,external,52,other:Smythe
other,Smythe,external,80,other:Smythe
Oka_V_Chitram,Bharath_Reddy_(actor),link,12,Oka_V_Chitram:Bharath_Reddy_(actor)
Meige's_syndrome,Dystonia,link,51,Meige's_syndrome:Dystonia
2000–01_La_Liga,La_Liga,link,15,2000–01_La_Liga:La_Liga
other,Pennsylvania_Route_130,external,99,other:Pennsylvania_Route_130
other,Pennsylvania_Route_130,external,49,other:Pennsylvania_Route_130
LR91,Titan_(rocket_family),link,32,LR91:Titan_(rocket_family)
Fastest_goals_in_association_football,Kick-off_(association_football),link,13,Fastest_goals_in_association_football:Kick-off_(association_football)
That_Girl_in_Pinafore,Hayley_Woo,link,14,That_Girl_in_Pinafore:Hayley_Woo
List_of_Grand_Prix_motorcycle_racing_World_Riders'_Champions_by_year,Kenny_Roberts,link,18,List_of_Grand_Prix_motorcycle_racing_World_Riders'_Champions_by_year:Kenny_Roberts
Matreya_Fedor,Brendan_Meyer,link,13,Matreya_Fedor:Brendan_Meyer
other,Prix_Formentor,external,71,other:Prix_Formentor
other,Prix_Formentor,external,10,other:Prix_Formentor
other,Prix_Formentor,external,37,other:Prix_Formentor
Lewis_Capaldi,Oasis_(band),link,11,Lewis_Capaldi:Oasis_(band)
other,Wells_Fargo_Advisors,external,1445,other:Wells_Fargo_Advisors
other,Wells_Fargo_Advisors,external,300,other:Wells_Fargo_Advisors
other,Wells_Fargo_Advisors,external,10,other:Wells_Fargo_Advisors
List_of_Marvel_UK_publications,Amazing_X-Men,link,14,List_of_Marvel_UK_publications:Amazing_X-Men
List_of_Australian_Open_men's_singles_champions,Fred_Alexander,link,10,List_of_Australian_Open_men's_singles_champions:Fred_Alexander
Aandhi,Martand_Sun_Temple,link,25,Aandhi:Martand_Sun_Temple
Mark_Begich,Mary_Peltola,link,35,Mark_Begich:Mary_Peltola
List_of_future_stadiums,Rajasthan_cricket_team,link,13,List_of_future_stadiums:Rajasthan_cricket_team
1957_NFL_season,1957_NFL_Championship_Game,link,35,1957_NFL_season:1957_NFL_Championship_Game
"William_Longespée,_3rd_Earl_of_Salisbury",Battle_of_Bouvines,link,13,"William_Longespée,_3rd_Earl_of_Salisbury:Battle_of_Bouvines"
Stephen_A._Schwarzman,New_York_Public_Library,link,17,Stephen_A._Schwarzman:New_York_Public_Library
Aditya_Bhattacharya,Tera_Kya_Hoga_Johnny,link,52,Aditya_Bhattacharya:Tera_Kya_Hoga_Johnny
1985_Sikkim_Legislative_Assembly_election,1979_Sikkim_Legislative_Assembly_election,link,132,1985_Sikkim_Legislative_Assembly_election:1979_Sikkim_Legislative_Assembly_election
LGBT_rights_in_Turkey,LGBT_history_in_Turkey,link,161,LGBT_rights_in_Turkey:LGBT_history_in_Turkey
Republican_Left_of_Catalonia,Northern_Catalonia,link,36,Republican_Left_of_Catalonia:Northern_Catalonia
Salim_Ali_Bird_Sanctuary,Chorão_(island),link,19,Salim_Ali_Bird_Sanctuary:Chorão_(island)
Bandidos_MC_criminal_allegations_and_incidents,Mongols_Motorcycle_Club,link,120,Bandidos_MC_criminal_allegations_and_incidents:Mongols_Motorcycle_Club
Military_ranks_of_the_Kingdom_of_Egypt,Egyptian_Army,link,17,Military_ranks_of_the_Kingdom_of_Egypt:Egyptian_Army
other,Thorn_in_My_Side,external,21,other:Thorn_in_My_Side
other,Thorn_in_My_Side,external,347,other:Thorn_in_My_Side
other,Thorn_in_My_Side,external,208,other:Thorn_in_My_Side
1998_Latvian_parliamentary_election,For_Fatherland_and_Freedom/LNNK,link,12,1998_Latvian_parliamentary_election:For_Fatherland_and_Freedom/LNNK
La_Catedral,Delta_Force,link,170,La_Catedral:Delta_Force
Cruden's_Concordance,Strong's_Concordance,link,18,Cruden's_Concordance:Strong's_Concordance
Arkane_Studios,Prey_2,link,17,Arkane_Studios:Prey_2
other,Ethiopian_philosophy,external,85,other:Ethiopian_philosophy
other,Ethiopian_philosophy,external,145,other:Ethiopian_philosophy
other,Sherburn_Hill,external,29,other:Sherburn_Hill
other,Sherburn_Hill,external,36,other:Sherburn_Hill
other,Arnulf_Bryan_Fuentebella,external,13,other:Arnulf_Bryan_Fuentebella
other,Arnulf_Bryan_Fuentebella,external,46,other:Arnulf_Bryan_Fuentebella
Pumhart_von_Steyr,Bombard_(weapon),link,28,Pumhart_von_Steyr:Bombard_(weapon)
Black_people_in_France,N'Golo_Kanté,link,65,Black_people_in_France:N'Golo_Kanté
Metropolitan_statistical_area,Northeast_Ohio,link,110,Metropolitan_statistical_area:Northeast_Ohio
other,Alexandra_Pringle,external,59,other:Alexandra_Pringle
other,Alexandra_Pringle,external,223,other:Alexandra_Pringle
other,Robert_Korzeniowski,external,19,other:Robert_Korzeniowski
other,Robert_Korzeniowski,external,32,other:Robert_Korzeniowski
other,Robert_Korzeniowski,external,112,other:Robert_Korzeniowski
other,Gabriel_Archer,external,13,other:Gabriel_Archer
other,Gabriel_Archer,external,67,other:Gabriel_Archer
Domenico_Losurdo,Chinese_economic_reform,link,13,Domenico_Losurdo:Chinese_economic_reform
List_of_male_professional_bodybuilders,Mohammed_Benaziza,link,93,List_of_male_professional_bodybuilders:Mohammed_Benaziza
other,AstraDome,external,17,other:AstraDome
other,AstraDome,external,38,other:AstraDome
other,Nicolás_Orellana,external,11,other:Nicolás_Orellana
other,1931_European_Figure_Skating_Championships,external,13,other:1931_European_Figure_Skating_Championships
Peach_Belt_Conference,Gulf_South_Conference,link,23,Peach_Belt_Conference:Gulf_South_Conference
Cosmic_Vision,SPICA_(spacecraft),link,10,Cosmic_Vision:SPICA_(spacecraft)
List_of_Seconds_from_Disaster_episodes,Air_France_Flight_4590,link,127,List_of_Seconds_from_Disaster_episodes:Air_France_Flight_4590
Morocco_national_under-17_football_team,UNAF_U-17_Tournament,link,33,Morocco_national_under-17_football_team:UNAF_U-17_Tournament
History_of_Guam,Philippines,link,10,History_of_Guam:Philippines
Charax,"Charax,_Rhagiana",link,25,"Charax:Charax,_Rhagiana"
other,"Donald_M._Grant,_Publisher",external,33,"other:Donald_M._Grant,_Publisher"
other,"Donald_M._Grant,_Publisher",external,128,"other:Donald_M._Grant,_Publisher"
other,"Donald_M._Grant,_Publisher",external,22,"other:Donald_M._Grant,_Publisher"
Arsenal_F.C._supporters,Tom_Watt_(actor),link,12,Arsenal_F.C._supporters:Tom_Watt_(actor)
Malawi_Railways,Rail_transport_in_Malawi,link,28,Malawi_Railways:Rail_transport_in_Malawi
Frank_Morgan,White_Cargo,link,14,Frank_Morgan:White_Cargo
Ana_Brnabić,Zorana_Mihajlović,link,117,Ana_Brnabić:Zorana_Mihajlović
other,List_of_Hindi_films_of_2015,external,3901,other:List_of_Hindi_films_of_2015
other,List_of_Hindi_films_of_2015,external,54,other:List_of_Hindi_films_of_2015
other,List_of_Hindi_films_of_2015,external,1140,other:List_of_Hindi_films_of_2015
Military_education_in_the_Soviet_Union,Military_Academy_of_the_General_Staff_of_the_Armed_Forces_of_Russia,link,24,Military_education_in_the_Soviet_Union:Military_Academy_of_the_General_Staff_of_the_Armed_Forces_of_Russia
2001–02_Houston_Rockets_season,2000–01_Houston_Rockets_season,link,17,2001–02_Houston_Rockets_season:2000–01_Houston_Rockets_season
Charles_Osgood,Charles_Kuralt,link,76,Charles_Osgood:Charles_Kuralt
Main_Page,S500,other,26,Main_Page:S500
Degrassi:_The_Next_Generation,Kit_Hood,link,82,Degrassi:_The_Next_Generation:Kit_Hood
Chris_Duarte_(basketball),2021–22_Indiana_Pacers_season,link,12,Chris_Duarte_(basketball):2021–22_Indiana_Pacers_season
Bangladesh_Trade_Union_Centre,World_Federation_of_Trade_Unions,link,10,Bangladesh_Trade_Union_Centre:World_Federation_of_Trade_Unions
Gilles_Villeneuve,1977_World_Championship_for_Makes,link,13,Gilles_Villeneuve:1977_World_Championship_for_Makes
RANS_Nusantara_F.C.,Makan_Konaté,link,347,RANS_Nusantara_F.C.:Makan_Konaté
Carice_van_Houten,Nina_Schenk_Gräfin_von_Stauffenberg,link,147,Carice_van_Houten:Nina_Schenk_Gräfin_von_Stauffenberg
